ep_idx,data_cond_log_likelihood,data_mi_learned_marginal,data_mi_mc_marginal,data_mi_infonce,model_neg_cond_entropy,model_mi_reference_prior,model_mi_mc_marginal,model_mi_infonce,neg_h_data_cond,neg_h_model_cond,mi_data_direct,mi_data_mc_marginal,mi_model_direct,mi_model_mc_marginal
0,36.91392771581585,27.992654109269047,73.02505998397142,6.213575887696609,33.86479053068697,25.515986496143128,70.50437094924155,6.208420257242823,36.91392771581585,33.86479053068697,27.992654109269047,73.02505998397142,25.515986496143128,70.50437094924155
1,37.07988149276351,28.78846888953929,86.01641831358162,6.230027298344304,33.89716847029237,26.43159984811767,83.19784321160702,6.224976744489749,37.07988149276351,33.89716847029237,28.78846888953929,86.01641831358162,26.43159984811767,83.19784321160702
2,36.37396934612377,28.251904740204683,95.45964166280386,6.226697790081503,33.78429033434069,26.326019189164445,93.70772304792662,6.223611754366485,36.37396934612377,33.78429033434069,28.251904740204683,95.45964166280386,26.326019189164445,93.70772304792662
3,36.26971924988706,27.71121374686757,107.22252053810176,6.221602892313551,33.866176995256,26.243394323715247,105.775383258401,6.214923844402672,36.26971924988706,33.866176995256,27.71121374686757,107.22252053810176,26.243394323715247,105.775383258401
4,-44.96334436901829,-53.944106299364776,4.348796959508929,-10.220416956906988,33.74877058553417,25.600367094341077,79.90384315468414,6.237016539278647,-44.96334436901829,33.74877058553417,-53.944106299364776,4.348796959508929,25.600367094341077,79.90384315468414
5,36.84555582623733,28.846138947888424,97.92209203619706,6.235766399032995,33.90732912013405,26.437725788668583,95.17095526268608,6.234466553145718,36.84555582623733,33.90732912013405,28.846138947888424,97.92209203619706,26.437725788668583,95.17095526268608
6,36.153658088535316,28.523382925389537,130.2562631697376,6.2333629974237565,33.842495389635516,26.728000927768377,126.81989347835105,6.230659233077641,36.153658088535316,33.842495389635516,28.523382925389537,130.2562631697376,26.728000927768377,126.81989347835105
7,36.39029268358575,30.596144796069204,129.24222526133386,6.226445925488319,33.908191217099386,29.499721365548222,126.47500193314474,6.219330512768225,36.39029268358575,33.908191217099386,30.596144796069204,129.24222526133386,29.499721365548222,126.47500193314474
8,36.878962550246925,27.35878971166778,80.16150694283826,6.220254956449874,33.83381752661097,25.65072814762941,77.67232955268949,6.212923299288973,36.878962550246925,33.83381752661097,27.35878971166778,80.16150694283826,25.65072814762941,77.67232955268949
9,36.76095728927784,28.7802750287431,133.01928839522802,6.22409156215608,33.8075274242444,26.3738725747955,130.13838315947672,6.22384256876843,36.76095728927784,33.8075274242444,28.7802750287431,133.01928839522802,26.3738725747955,130.13838315947672
10,36.373170921537614,27.630734472804598,126.2471719847785,6.226503134644082,33.808371204800075,25.682410346137154,123.81300742228827,6.221165744325617,36.373170921537614,33.808371204800075,27.630734472804598,126.2471719847785,25.682410346137154,123.81300742228827
11,36.887164158016056,29.661578339415712,111.16458997354879,6.227571451875524,33.89982436539291,27.37447859528777,109.24048754456756,6.220932586267521,36.887164158016056,33.89982436539291,29.661578339415712,111.16458997354879,27.37447859528777,109.24048754456756
12,-45.95009755528917,-54.79016072519364,5.630465497718878,-7.700611581784192,33.8382759765446,25.917283872005875,80.03735194108353,6.229159274653407,-45.95009755528917,33.8382759765446,-54.79016072519364,5.630465497718878,25.917283872005875,80.03735194108353
13,36.76515988870101,29.260952721942555,134.2321932911873,6.226046910969521,33.84917378425598,26.874386353926226,130.6874073499983,6.22273664484365,36.76515988870101,33.84917378425598,29.260952721942555,134.2321932911873,26.874386353926226,130.6874073499983
14,37.0507661014623,30.34308738377742,106.10806950254937,6.23332335057515,33.92566081140772,27.781855643829168,103.85784352583693,6.230175289216394,37.0507661014623,33.92566081140772,30.34308738377742,106.10806950254937,27.781855643829168,103.85784352583693
15,35.98129977223601,27.839727959593027,94.28213284739545,6.218760162158384,33.738043569920784,26.364021795373773,92.97637445747354,6.2107421376832646,35.98129977223601,33.738043569920784,27.839727959593027,94.28213284739545,26.364021795373773,92.97637445747354
16,-56.48253642084871,-65.18239387363444,-9.478838211314592,-22.890633912007317,33.75921022526733,26.034636845495708,78.75863033815347,6.2295940143609325,-56.48253642084871,33.75921022526733,-65.18239387363444,-9.478838211314592,26.034636845495708,78.75863033815347
17,36.94775344402345,28.955774206304948,115.74766299850761,6.227384503032652,33.90592817343709,26.422183623885047,112.82531760329988,6.223275849073449,36.94775344402345,33.90592817343709,28.955774206304948,115.74766299850761,26.422183623885047,112.82531760329988
18,36.79607375877491,28.34202839395274,104.69995241579802,6.228961213261889,33.88234687473463,26.004420415905937,102.1073473861252,6.230716959190393,36.79607375877491,33.88234687473463,28.34202839395274,104.69995241579802,26.004420415905937,102.1073473861252
19,36.71816678698016,29.590456816479357,97.01133599453982,6.218279408854616,33.90834501261167,27.417405433973563,95.12547409833307,6.225949204029384,36.71816678698016,33.90834501261167,29.590456816479357,97.01133599453982,27.417405433973563,95.12547409833307
20,36.3688600063324,27.37972247914264,94.61497980042508,6.213134624510683,33.86094443421615,25.41926018187874,93.1446275836543,6.2023400581839185,36.3688600063324,33.86094443421615,27.37972247914264,94.61497980042508,25.41926018187874,93.1446275836543
21,-63.695901243799575,-69.96750018191537,16.2858196354178,-10.834814535678056,33.866829433813066,27.6693391879621,82.50160487979899,6.228445928834541,-63.695901243799575,33.866829433813066,-69.96750018191537,16.2858196354178,27.6693391879621,82.50160487979899
22,37.03140602839415,28.36768216852921,74.43624347302179,6.228214170291374,33.84945391309359,26.111563861857316,71.70678726658834,6.220499544215914,37.03140602839415,33.84945391309359,28.36768216852921,74.43624347302179,26.111563861857316,71.70678726658834
23,36.94614441583202,27.706242735444363,85.6608474949725,6.2302435306475115,33.888996436095695,25.214008663915482,82.554429515506,6.228643912818719,36.94614441583202,33.888996436095695,27.706242735444363,85.6608474949725,25.214008663915482,82.554429515506
24,36.85663966657052,28.464970258464444,105.19485387511531,6.228551914534593,33.844694391181925,26.07176406627877,103.15783983584586,6.223708918299369,36.85663966657052,33.844694391181925,28.464970258464444,105.19485387511531,26.07176406627877,103.15783983584586
25,36.863468518417875,28.95310079381707,93.28609696934733,6.232356697494774,33.89621864275986,26.63346225759956,91.03347324253468,6.231413341937259,36.863468518417875,33.89621864275986,28.95310079381707,93.28609696934733,26.63346225759956,91.03347324253468
26,36.679752507567095,28.84288707506441,86.21445900771661,6.21910257956956,33.841765657567855,26.92124610230596,84.55312624766229,6.227962818363204,36.679752507567095,33.841765657567855,28.84288707506441,86.21445900771661,26.92124610230596,84.55312624766229
27,36.8080865537691,29.12265425177492,113.22809329785798,6.2344399929072445,33.80273399458698,26.665496625398333,111.64206823946036,6.233994652338208,36.8080865537691,33.80273399458698,29.12265425177492,113.22809329785798,26.665496625398333,111.64206823946036
28,36.457404429686136,28.189908512477768,97.23411810997479,6.2200611177848515,33.902928975707326,26.156342692881324,94.90227553431548,6.215412268862175,36.457404429686136,33.902928975707326,28.189908512477768,97.23411810997479,26.156342692881324,94.90227553431548
29,37.02121706088164,27.621787734309063,84.68354372568739,6.23640453491893,33.86654446461854,24.978513368939428,81.8257392978404,6.236402466289481,37.02121706088164,33.86654446461854,27.621787734309063,84.68354372568739,24.978513368939428,81.8257392978404
30,36.06074492633343,28.120325232545536,119.94669450819492,6.2124848805548325,33.754095941782,26.345710237820942,117.90473527709644,6.213497700447327,36.06074492633343,33.754095941782,28.120325232545536,119.94669450819492,26.345710237820942,117.90473527709644
31,36.62017450718521,29.231201916071722,140.60662775646054,6.230324482969646,33.82938628665285,26.979681775749075,138.23375955620253,6.226983869386422,36.62017450718521,33.82938628665285,29.231201916071722,140.60662775646054,26.979681775749075,138.23375955620253
32,37.08871531212467,28.645091961170063,86.37380220698215,6.227486523263393,33.90780046068389,26.19107961654663,83.9449909624012,6.2234930103868935,37.08871531212467,33.90780046068389,28.645091961170063,86.37380220698215,26.19107961654663,83.9449909624012
33,36.8965637249773,27.515777502407214,96.95219297435771,6.227581670009592,33.8447902796983,25.121314836817294,94.65128075842763,6.222867902895098,36.8965637249773,33.8447902796983,27.515777502407214,96.95219297435771,25.121314836817294,94.65128075842763
